item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM-000064,ORD-000577,PROD-0056,2,16.22,0.0
ITEM-000065,ORD-000830,PROD-0323,5,490.71,0.0
ITEM-000066,ORD-000174,PROD-0107,5,719.22,5.0
ITEM-000067,ORD-000256,PROD-0043,4,71.94,10.0
ITEM-000068,ORD-000536,PROD-0371,2,17.45,20.0
ITEM-000069,ORD-000061,PROD-0393,3,306.6,5.0
ITEM-000070,ORD-000759,PROD-0173,3,738.14,0.0
ITEM-000071,ORD-000706,PROD-0290,1,597.8,20.0
ITEM-000072,ORD-000275,PROD-0354,4,531.13,10.0
ITEM-000073,ORD-000559,PROD-0256,2,113.69,15.0
ITEM-000074,ORD-000330,PROD-0237,5,243.72,10.0
ITEM-000075,ORD-000880,PROD-0379,1,841.1,0.0
ITEM-000076,ORD-000436,PROD-0359,1,169.37,0.0
ITEM-000077,ORD-000166,PROD-0267,2,255.0,0.0
ITEM-000078,ORD-000449,PROD-0446,4,660.1,0.0
ITEM-000079,ORD-000508,PROD-0088,4,472.91,10.0
ITEM-000080,ORD-000144,PROD-0384,4,67.86,5.0
ITEM-000081,ORD-000010,PROD-0152,3,256.99,0.0
ITEM-000082,ORD-000536,PROD-0166,5,383.01,0.0
ITEM-000083,ORD-000666,PROD-0085,2,408.97,10.0
ITEM-000084,ORD-000823,PROD-0315,5,809.51,0.0
ITEM-000085,ORD-000620,PROD-0129,3,335.97,0.0
ITEM-000086,ORD-000950,PROD-0383,-1,780.17,20.0
ITEM-000087,ORD-000169,PROD-0269,1,416.17,5.0
ITEM-000088,ORD-000326,PROD-0214,1,300.17,5.0
ITEM-000089,ORD-000006,PROD-0160,1,361.5,0.0
ITEM-000090,ORD-000551,PROD-0235,5,214.2,0.0
ITEM-000091,ORD-000480,PROD-0305,5,157.72,0.0
ITEM-000092,ORD-000905,PROD-0116,2,518.44,0.0
ITEM-000093,ORD-000282,PROD-0146,4,481.72,20.0
ITEM-000094,ORD-000599,PROD-0374,4,30.23,10.0
ITEM-000095,ORD-000957,PROD-0131,2,401.41,15.0
ITEM-000096,ORD-000080,PROD-0304,2,633.07,15.0
ITEM-000097,ORD-000287,PROD-0092,2,163.16,0.0
ITEM-000098,ORD-000817,PROD-0268,4,36.5,20.0
ITEM-000099,ORD-000339,PROD-0295,-3,734.78,10.0
ITEM-000100,ORD-000284,PROD-0495,5,650.22,20.0
ITEM-000101,ORD-000685,PROD-0466,1,436.18,0.0
ITEM-000102,ORD-000803,PROD-0119,5,476.11,0.0
ITEM-000103,ORD-000151,PROD-0074,1,548.86,20.0
ITEM-000104,ORD-000332,PROD-0040,2,166.84,0.0
ITEM-000105,ORD-000524,PROD-0414,4,77.82,15.0
ITEM-000106,ORD-000335,PROD-0155,2,60.7,0.0
ITEM-000107,ORD-000574,PROD-0202,4,492.8,5.0
ITEM-000108,ORD-000364,PROD-0160,5,379.86,0.0
ITEM-000109,ORD-000081,PROD-0453,2,140.28,0.0
ITEM-000110,ORD-000969,PROD-0325,2,359.64,15.0
ITEM-000111,ORD-000861,PROD-0224,3,481.12,5.0
ITEM-000112,ORD-000702,PROD-0062,3,295.12,5.0
ITEM-000113,ORD-000183,PROD-0013,4,503.18,20.0
ITEM-000114,ORD-000790,PROD-0344,2,676.34,5.0
ITEM-000115,ORD-000632,PROD-0287,4,54.59,0.0
ITEM-000116,ORD-000384,PROD-0092,2,211.49,0.0
ITEM-000117,ORD-000453,PROD-0185,5,111.55,0.0
ITEM-000118,ORD-000318,PROD-0169,3,295.47,0.0
ITEM-000119,ORD-000515,PROD-0472,1,532.66,0.0
ITEM-000120,ORD-000663,PROD-0141,1,581.28,5.0
ITEM-000121,ORD-000713,PROD-0361,1,506.04,15.0
ITEM-000122,ORD-000995,PROD-0293,4,802.94,20.0
ITEM-000123,ORD-000623,PROD-0324,4,144.57,0.0
ITEM-000124,ORD-000768,PROD-0448,1,121.92,10.0
ITEM-000125,ORD-000040,PROD-0190,2,198.12,15.0
ITEM-000126,ORD-000723,PROD-0377,2,430.92,20.0
ITEM-000127,ORD-000085,PROD-0215,1,219.0,0.0
ITEM-000128,ORD-000455,PROD-0327,1,20.78,0.0
ITEM-000129,ORD-000879,PROD-0279,2,366.87,20.0
ITEM-000130,ORD-000671,PROD-0315,3,750.68,0.0
ITEM-000131,ORD-000920,PROD-0364,3,603.88,10.0
ITEM-000132,ORD-000529,PROD-0008,4,202.79,5.0
ITEM-000133,ORD-000858,PROD-0342,2,16.56,0.0
ITEM-000134,ORD-000845,PROD-0390,3,483.25,15.0
ITEM-000135,ORD-000086,PROD-0089,5,187.83,0.0
ITEM-000136,ORD-000204,PROD-0353,1,138.03,0.0
ITEM-000137,ORD-000319,PROD-0141,3,563.44,0.0
ITEM-000138,ORD-000478,PROD-0291,5,684.34,0.0
ITEM-000139,ORD-000953,PROD-0238,2,539.26,0.0
ITEM-000140,ORD-000748,PROD-0045,1,653.11,10.0
ITEM-000141,ORD-000786,PROD-0087,3,209.71,0.0
ITEM-000142,ORD-000472,PROD-0042,3,649.3,0.0
ITEM-000143,ORD-000858,PROD-0349,2,72.67,20.0
ITEM-000144,ORD-000766,PROD-0387,1,589.99,0.0
ITEM-000145,ORD-000389,PROD-0362,2,486.16,0.0
ITEM-000146,ORD-000579,PROD-0162,2,46.35,20.0
ITEM-000147,ORD-000280,PROD-0453,3,118.42,0.0
ITEM-000148,ORD-000715,PROD-0226,3,10.67,5.0
ITEM-000149,ORD-000593,PROD-0187,5,108.31,15.0
ITEM-000150,ORD-000461,PROD-0425,2,626.03,20.0
ITEM-000151,ORD-000038,PROD-0487,2,745.17,5.0
ITEM-000152,ORD-000551,PROD-0292,4,210.42,15.0
ITEM-000153,ORD-000356,PROD-0331,3,387.79,20.0
ITEM-000154,ORD-000213,PROD-0176,5,400.93,10.0
ITEM-000155,ORD-000850,PROD-0381,5,656.31,0.0
ITEM-000156,ORD-000792,PROD-0108,3,27.75,5.0
ITEM-000157,ORD-000033,PROD-0473,2,76.06,15.0
ITEM-000158,ORD-000487,PROD-0072,3,315.34,0.0
ITEM-000159,ORD-000578,PROD-0194,3,491.45,0.0
ITEM-000160,ORD-000719,PROD-0054,1,429.35,20.0
ITEM-000161,ORD-000163,PROD-0216,1,91.36,0.0
ITEM-000162,ORD-000192,PROD-0468,4,617.45,0.0
ITEM-000163,ORD-000560,PROD-0096,5,408.84,5.0
ITEM-000164,ORD-000468,PROD-0304,4,757.64,5.0
ITEM-000165,ORD-000485,PROD-0428,3,468.84,15.0
ITEM-000166,ORD-000616,PROD-0173,3,646.53,5.0
ITEM-000167,ORD-000042,PROD-0498,5,624.79,0.0
ITEM-000168,ORD-000111,PROD-0216,5,89.53,0.0
ITEM-000169,ORD-000411,PROD-0304,2,596.64,10.0
ITEM-000170,ORD-000945,PROD-0154,5,426.91,15.0
ITEM-000171,ORD-000204,PROD-0488,2,864.87,20.0
ITEM-000172,ORD-000134,PROD-0340,-1,444.02,0.0
ITEM-000173,ORD-000317,PROD-0406,3,287.01,20.0
ITEM-000174,ORD-000470,PROD-0203,2,266.87,0.0
ITEM-000175,ORD-000206,PROD-0453,1,116.95,0.0
ITEM-000176,ORD-000190,PROD-0121,1,658.96,5.0
ITEM-000177,ORD-000742,PROD-0126,3,270.27,10.0
ITEM-000178,ORD-000006,PROD-0245,4,121.85,0.0
ITEM-000179,ORD-000564,PROD-0352,4,532.61,0.0
ITEM-000180,ORD-000685,PROD-0193,2,649.64,15.0
ITEM-000181,ORD-000782,PROD-0470,3,213.51,0.0
ITEM-000182,ORD-000782,PROD-0479,3,274.39,20.0
ITEM-000183,ORD-000920,PROD-0145,4,263.71,15.0
ITEM-000184,ORD-000612,PROD-0202,4,525.31,0.0
ITEM-000185,ORD-000686,PROD-0380,2,385.58,0.0
ITEM-000186,ORD-000907,PROD-0312,3,103.06,0.0
ITEM-000187,ORD-000371,PROD-0175,5,23.47,0.0
ITEM-000188,ORD-000614,PROD-0385,2,466.94,0.0
ITEM-000189,ORD-000142,PROD-0256,3,107.54,0.0
ITEM-000190,ORD-000446,PROD-0048,2,94.85,15.0
ITEM-000191,ORD-000436,PROD-0078,4,530.24,5.0
ITEM-000192,ORD-000036,PROD-0134,2,497.7,5.0
ITEM-000193,ORD-000168,PROD-0204,1,257.31,20.0
ITEM-000194,ORD-000477,PROD-0413,1,37.15,15.0
ITEM-000195,ORD-000672,PROD-0442,1,27.97,20.0
ITEM-000196,ORD-000165,PROD-0164,4,304.29,10.0
ITEM-000197,ORD-999802,PROD-0233,4,407.56,15.0
ITEM-000198,ORD-000433,PROD-0395,3,332.81,5.0
ITEM-000199,ORD-000760,PROD-0325,-2,268.55,20.0
ITEM-000200,ORD-000515,PROD-0191,3,374.25,15.0
ITEM-000201,ORD-000865,PROD-0274,2,469.94,0.0
ITEM-000202,ORD-000435,PROD-0273,1,38.23,20.0
ITEM-000203,ORD-000154,PROD-0004,5,670.44,15.0
ITEM-000204,ORD-999364,PROD-0102,4,667.03,10.0
ITEM-000205,ORD-000446,PROD-0025,1,512.9,0.0
ITEM-000206,ORD-000889,PROD-0251,5,377.61,0.0
ITEM-000207,ORD-000703,PROD-0190,3,219.94,0.0
ITEM-000208,ORD-000786,PROD-0420,2,585.84,0.0
ITEM-000209,ORD-000301,PROD-0183,3,418.51,5.0
ITEM-000210,ORD-000305,PROD-0326,3,82.01,0.0
ITEM-000211,ORD-000750,PROD-0019,2,523.33,5.0
ITEM-000212,ORD-000180,PROD-0044,2,48.12,0.0
ITEM-000213,ORD-000649,PROD-0253,3,530.34,0.0
ITEM-000214,ORD-000996,PROD-0235,5,247.09,0.0
ITEM-000215,ORD-000583,PROD-0235,3,187.51,0.0
ITEM-000216,ORD-000040,PROD-0076,1,156.78,15.0
ITEM-000217,ORD-000392,PROD-0263,3,535.77,0.0
ITEM-000218,ORD-999752,PROD-0384,1,54.35,5.0
ITEM-000219,ORD-000189,PROD-0487,1,722.05,15.0
ITEM-000220,ORD-000857,PROD-0468,2,637.2,0.0
ITEM-000221,ORD-000585,PROD-0134,5,503.83,10.0
ITEM-000222,ORD-000553,PROD-0438,1,154.68,15.0
ITEM-000223,ORD-000384,PROD-0294,4,295.39,20.0
ITEM-000224,ORD-000282,PROD-0383,3,771.2,0.0
ITEM-000225,ORD-000514,PROD-0344,2,589.78,5.0
ITEM-000226,ORD-000695,PROD-0146,2,388.12,5.0
ITEM-000227,ORD-000020,PROD-0401,3,501.18,0.0
ITEM-000228,ORD-000274,PROD-0237,3,233.84,15.0
ITEM-000229,ORD-000100,PROD-0114,3,626.64,15.0
ITEM-000230,ORD-000227,PROD-0033,5,483.77,15.0
ITEM-000231,ORD-000847,PROD-0236,5,59.78,15.0
ITEM-000232,ORD-000337,PROD-0278,1,234.85,10.0
ITEM-000233,ORD-000352,PROD-0175,4,21.77,20.0
ITEM-000234,ORD-000156,PROD-0237,2,256.81,5.0
ITEM-000235,ORD-000546,PROD-0358,3,479.8,5.0
ITEM-000236,ORD-000413,PROD-0017,1,602.39,10.0
ITEM-000237,ORD-000647,PROD-0250,1,221.93,0.0
ITEM-000238,ORD-000213,PROD-0383,3,856.1,0.0
ITEM-000239,ORD-000299,PROD-0385,4,450.81,15.0
ITEM-000240,ORD-000031,PROD-0080,5,608.93,0.0
ITEM-000241,ORD-000361,PROD-0290,1,559.33,20.0
ITEM-000242,ORD-000770,PROD-0499,4,86.15,15.0
ITEM-000243,ORD-999340,PROD-0193,4,670.25,0.0
ITEM-000244,ORD-000622,PROD-0486,4,242.09,0.0
ITEM-000245,ORD-000224,PROD-0109,3,96.73,10.0
ITEM-000246,ORD-000183,PROD-0443,4,469.08,20.0
ITEM-000247,ORD-000564,PROD-0210,4,435.36,0.0
ITEM-000248,ORD-000923,PROD-0307,3,72.93,20.0
ITEM-000249,ORD-000646,PROD-0055,3,297.42,15.0
ITEM-000250,ORD-000515,PROD-0275,4,524.37,0.0
ITEM-000251,ORD-000507,PROD-0388,4,58.91,20.0
ITEM-000252,ORD-000161,PROD-0474,3,43.5,5.0
ITEM-000253,ORD-000004,PROD-0273,4,39.2,20.0
ITEM-000254,ORD-000672,PROD-0089,4,206.27,0.0
ITEM-000255,ORD-000595,PROD-0335,4,421.17,5.0
ITEM-000256,ORD-000194,PROD-0326,2,81.75,0.0
ITEM-000257,ORD-000625,PROD-0318,5,226.23,0.0
ITEM-000258,ORD-000585,PROD-0375,3,476.97,0.0
ITEM-000259,ORD-000625,PROD-0128,4,360.55,15.0
ITEM-000260,ORD-000701,PROD-0047,5,225.75,0.0
ITEM-000261,ORD-000905,PROD-0405,5,768.61,10.0
ITEM-000262,ORD-000885,PROD-0099,4,139.79,0.0
ITEM-000263,ORD-000378,PROD-0371,4,17.66,0.0
ITEM-000264,ORD-000960,PROD-0365,2,282.68,0.0
ITEM-000265,ORD-000301,PROD-0034,5,755.09,0.0
ITEM-000266,ORD-000473,PROD-0236,4,51.86,10.0
ITEM-000267,ORD-000248,PROD-0408,5,429.27,5.0
ITEM-000268,ORD-000657,PROD-0057,3,399.1,20.0
ITEM-000269,ORD-000894,PROD-0472,4,769.72,0.0
ITEM-000270,ORD-000740,PROD-0493,1,354.92,15.0
ITEM-000271,ORD-000699,PROD-0347,4,128.05,10.0
ITEM-000272,ORD-000883,PROD-0198,3,90.77,5.0
ITEM-000273,ORD-000905,PROD-0367,5,654.47,15.0
ITEM-000274,ORD-000663,PROD-0274,4,429.3,5.0
ITEM-000275,ORD-000848,PROD-0372,4,257.77,20.0
ITEM-000276,ORD-000849,PROD-0422,3,122.48,0.0
ITEM-000277,ORD-000410,PROD-0367,4,755.07,15.0
ITEM-000278,ORD-000439,PROD-0404,3,46.11,0.0
ITEM-000279,ORD-000777,PROD-0423,1,291.17,20.0
ITEM-000280,ORD-000740,PROD-0087,3,177.95,15.0
ITEM-000281,ORD-000146,PROD-0468,2,587.35,5.0
ITEM-000282,ORD-000271,PROD-0050,1,330.3,15.0
ITEM-000283,ORD-000470,PROD-0461,2,325.4,20.0
ITEM-000284,ORD-000776,PROD-0134,4,394.06,15.0
ITEM-000285,ORD-000339,PROD-0404,5,53.19,0.0
ITEM-000286,ORD-000282,PROD-0305,2,148.89,0.0
ITEM-000287,ORD-000535,PROD-0148,5,459.07,0.0
ITEM-000288,ORD-000372,PROD-0366,2,440.63,15.0
ITEM-000289,ORD-999681,PROD-0325,4,292.51,15.0
ITEM-000290,ORD-000690,PROD-0151,2,38.02,20.0
ITEM-000291,ORD-000151,PROD-0312,3,108.46,5.0
ITEM-000292,ORD-000653,PROD-0117,5,584.66,0.0
ITEM-000293,ORD-000311,PROD-0076,3,155.27,0.0
ITEM-000294,ORD-000739,PROD-0261,-2,236.93,10.0
ITEM-000295,ORD-000489,PROD-0317,2,15.69,0.0
ITEM-000296,ORD-000602,PROD-0437,3,151.4,10.0
ITEM-000297,ORD-000388,PROD-0444,2,658.03,15.0
ITEM-000298,ORD-000892,PROD-0269,4,380.45,5.0
ITEM-000299,ORD-000015,PROD-0343,2,511.2,0.0
ITEM-000300,ORD-000317,PROD-0106,5,219.41,0.0
ITEM-000301,ORD-000797,PROD-0374,2,36.57,15.0
ITEM-000302,ORD-000366,PROD-0256,1,120.88,15.0
ITEM-000303,ORD-000861,PROD-0383,5,816.19,20.0
ITEM-000304,ORD-000920,PROD-0117,1,790.32,0.0
ITEM-000305,ORD-000409,PROD-0321,5,444.03,0.0
ITEM-000306,ORD-000069,PROD-0139,5,373.57,10.0
ITEM-000307,ORD-000894,PROD-0041,4,215.9,0.0
ITEM-000308,ORD-000581,PROD-0268,2,31.71,0.0
ITEM-000309,ORD-000707,PROD-0480,2,279.75,0.0
ITEM-000310,ORD-000707,PROD-0368,5,592.62,0.0
ITEM-000311,ORD-000273,PROD-0283,2,644.87,15.0
ITEM-000312,ORD-000751,PROD-0426,-3,770.95,0.0
ITEM-000313,ORD-000311,PROD-0032,5,326.27,0.0
ITEM-000314,ORD-000780,PROD-0298,5,263.92,0.0
ITEM-000315,ORD-000903,PROD-0401,1,425.78,20.0
ITEM-000316,ORD-000202,PROD-0245,4,119.43,0.0
ITEM-000317,ORD-000203,PROD-0052,5,573.12,0.0
ITEM-000318,ORD-000499,PROD-0154,4,379.99,10.0
ITEM-000319,ORD-000882,PROD-0464,2,632.8,5.0
ITEM-000320,ORD-000604,PROD-0413,4,47.0,20.0
ITEM-000321,ORD-000001,PROD-0129,3,374.36,10.0
ITEM-000322,ORD-000505,PROD-0324,4,128.2,10.0
ITEM-000323,ORD-000527,PROD-0146,3,504.04,0.0
ITEM-000324,ORD-000889,PROD-0273,5,31.16,0.0
ITEM-000325,ORD-000516,PROD-0159,2,778.15,0.0
ITEM-000326,ORD-000500,PROD-0004,4,665.3,10.0
ITEM-000327,ORD-000508,PROD-0084,4,580.85,20.0
ITEM-000328,ORD-000690,PROD-0156,4,581.18,20.0
ITEM-000329,ORD-000351,PROD-0327,2,20.6,20.0
ITEM-000330,ORD-000199,PROD-0399,2,116.94,0.0
ITEM-000331,ORD-000315,PROD-0257,5,323.57,20.0
ITEM-000332,ORD-000484,PROD-0053,2,518.0,10.0
ITEM-000333,ORD-000585,PROD-0345,2,29.07,0.0
ITEM-000334,ORD-000785,PROD-0203,2,343.34,20.0
ITEM-000335,ORD-000625,PROD-0340,4,410.52,10.0
ITEM-000336,ORD-000670,PROD-0305,3,203.97,20.0
ITEM-000337,ORD-000235,PROD-0478,3,243.83,20.0
ITEM-000338,ORD-000380,PROD-0075,3,538.21,15.0
ITEM-000339,ORD-000850,PROD-0382,4,270.19,0.0
ITEM-000340,ORD-999676,PROD-0202,4,572.69,0.0
ITEM-000341,ORD-000057,PROD-0496,2,210.68,15.0
ITEM-000342,ORD-000999,PROD-0234,2,484.11,0.0
ITEM-000343,ORD-000214,PROD-0339,3,71.28,0.0
ITEM-000344,ORD-000025,PROD-0165,3,395.16,5.0
ITEM-000345,ORD-000572,PROD-0287,2,51.98,20.0
ITEM-000346,ORD-000633,PROD-0258,1,612.53,0.0
ITEM-000347,ORD-999176,PROD-0125,4,359.44,15.0
ITEM-000348,ORD-000965,PROD-0370,4,267.62,0.0
ITEM-000349,ORD-000705,PROD-0492,2,583.99,5.0
ITEM-000350,ORD-000287,PROD-0311,1,635.3,0.0
ITEM-000351,ORD-000058,PROD-0328,3,685.39,10.0
ITEM-000352,ORD-000449,PROD-0473,2,82.14,5.0
ITEM-000353,ORD-000902,PROD-0384,4,48.97,20.0
ITEM-000354,ORD-000845,PROD-0078,3,666.92,10.0
ITEM-000355,ORD-000588,PROD-0103,2,189.37,5.0
ITEM-000356,ORD-000336,PROD-0294,3,304.18,15.0
ITEM-000357,ORD-000571,PROD-0272,1,737.92,15.0
ITEM-000358,ORD-000144,PROD-0396,3,257.44,20.0
ITEM-000359,ORD-000981,PROD-0437,4,142.93,20.0
ITEM-000360,ORD-000766,PROD-0453,4,119.25,0.0
ITEM-000361,ORD-000234,PROD-0236,3,54.57,0.0
ITEM-000362,ORD-000262,PROD-0310,-1,534.59,0.0
ITEM-000363,ORD-000123,PROD-0329,4,467.08,5.0
ITEM-000364,ORD-000818,PROD-0025,5,589.25,0.0
ITEM-000365,ORD-000383,PROD-0009,5,616.76,0.0
ITEM-000366,ORD-000895,PROD-0409,-2,611.22,10.0
ITEM-000367,ORD-000290,PROD-0295,1,618.62,0.0
ITEM-000368,ORD-000579,PROD-0048,1,120.58,20.0
ITEM-000369,ORD-000545,PROD-0082,1,531.35,20.0
ITEM-000370,ORD-000588,PROD-0473,2,88.76,15.0
ITEM-000371,ORD-000770,PROD-0038,3,333.3,5.0
ITEM-000372,ORD-000477,PROD-0232,2,50.74,15.0
ITEM-000373,ORD-000667,PROD-0170,5,412.8,15.0
ITEM-000374,ORD-000348,PROD-0233,4,512.14,15.0
ITEM-000375,ORD-000911,PROD-0011,1,131.88,0.0
ITEM-000376,ORD-000639,PROD-0425,2,568.67,0.0
ITEM-000377,ORD-000331,PROD-0219,2,249.54,20.0
ITEM-000378,ORD-000599,PROD-0346,4,471.68,10.0
ITEM-000379,ORD-000670,PROD-0341,5,41.08,20.0
ITEM-000380,ORD-000948,PROD-0182,5,337.1,15.0
ITEM-000381,ORD-000157,PROD-0097,3,611.51,0.0
ITEM-000382,ORD-000186,PROD-0052,1,456.76,10.0
ITEM-000383,ORD-000799,PROD-0066,3,90.88,0.0
ITEM-000384,ORD-000892,PROD-0162,2,56.23,15.0
ITEM-000385,ORD-000207,PROD-0156,2,600.25,0.0
ITEM-000386,ORD-000959,PROD-0471,1,502.44,0.0
ITEM-000387,ORD-000141,PROD-0450,1,552.85,5.0
ITEM-000388,ORD-000855,PROD-0486,2,201.78,5.0
ITEM-000389,ORD-000390,PROD-0026,2,192.13,5.0
ITEM-000390,ORD-000211,PROD-0395,1,385.61,20.0
ITEM-000391,ORD-000096,PROD-0497,5,352.34,10.0
ITEM-000392,ORD-000125,PROD-0084,4,734.89,0.0
ITEM-000393,ORD-000759,PROD-0310,4,458.85,0.0
ITEM-000394,ORD-000196,PROD-0108,5,36.68,20.0
ITEM-000395,ORD-000369,PROD-0245,4,127.27,0.0
ITEM-000396,ORD-000017,PROD-0004,4,682.75,5.0
ITEM-000397,ORD-000985,PROD-0440,3,214.81,0.0
ITEM-000398,ORD-000857,PROD-0034,3,635.01,20.0
ITEM-000399,ORD-000235,PROD-0360,4,293.52,15.0
ITEM-000400,ORD-000897,PROD-0242,3,513.63,0.0
ITEM-000401,ORD-000047,PROD-0073,5,597.92,0.0
ITEM-000402,ORD-000010,PROD-0066,4,90.11,0.0
ITEM-000403,ORD-000781,PROD-0020,2,150.53,20.0
ITEM-000404,ORD-000888,PROD-0379,5,747.85,0.0
ITEM-000405,ORD-000425,PROD-0422,2,96.97,0.0
ITEM-000406,ORD-000959,PROD-0266,2,739.39,15.0
ITEM-000407,ORD-000374,PROD-0451,2,119.29,20.0
ITEM-000408,ORD-000031,PROD-0255,3,606.34,5.0
ITEM-000409,ORD-000931,PROD-0431,1,127.89,0.0
ITEM-000410,ORD-000803,PROD-0014,1,603.8,5.0
ITEM-000411,ORD-000753,PROD-0447,1,53.27,5.0
ITEM-000412,ORD-000553,PROD-0194,5,510.71,15.0
ITEM-000413,ORD-000174,PROD-0081,2,431.33,0.0
ITEM-000414,ORD-000095,PROD-0215,4,230.91,0.0
ITEM-000415,ORD-000476,PROD-0213,4,359.38,10.0
ITEM-000416,ORD-000138,PROD-0439,1,289.4,15.0
ITEM-000417,ORD-000319,PROD-0244,2,420.06,0.0
ITEM-000418,ORD-000331,PROD-0337,1,370.88,10.0
ITEM-000419,ORD-000490,PROD-0253,5,599.63,20.0
ITEM-000420,ORD-000201,PROD-0065,2,569.21,0.0
ITEM-000421,ORD-000231,PROD-0338,4,458.49,0.0
ITEM-000422,ORD-000290,PROD-0455,2,327.59,0.0
ITEM-000423,ORD-000257,PROD-0095,3,581.14,0.0
ITEM-000424,ORD-999827,PROD-0499,5,92.88,10.0
ITEM-000425,ORD-000530,PROD-0296,2,66.97,0.0
ITEM-000426,ORD-000336,PROD-0217,5,67.3,0.0
ITEM-000427,ORD-000755,PROD-0479,4,366.63,15.0
ITEM-000428,ORD-000648,PROD-0025,1,581.45,0.0
ITEM-000429,ORD-000147,PROD-0325,2,258.17,20.0
ITEM-000430,ORD-000166,PROD-0204,4,222.8,10.0
ITEM-000431,ORD-000496,PROD-0440,5,239.75,15.0
ITEM-000432,ORD-000416,PROD-0232,-3,52.56,5.0
ITEM-000433,ORD-000270,PROD-0280,3,204.89,15.0
ITEM-000434,ORD-000672,PROD-0394,3,294.63,0.0
ITEM-000435,ORD-000914,PROD-0096,4,335.05,20.0
