order_id,customer_id,order_date,status,region_code
ORD-000252,CUST-00121,2024-01-16 09:23:00,DELIVERED,APAC-EAST
ORD-000253,CUST-00029,2023-05-27 04:50:00,DELIVERED,US-EAST
ORD-000254,CUST-00960,2023-11-09 09:13:00,SHIPPED,APAC-EAST
ORD-000255,CUST-00003,2023-05-06 17:22:00,PLACED,US-EAST
ORD-000256,CUST-00428,2024-05-07 18:19:00,DELIVERED,EU-CENTRAL
ORD-000257,CUST-00801,2024-01-22 15:53:00,DELIVERED,LATAM-SOUTH
ORD-000258,CUST-00136,2023-05-22 16:40:00,DELIVERED,APAC-EAST
ORD-000259,CUST-00684,2024-04-04 04:55:00,DELIVERED,US-EAST
ORD-000260,CUST-00820,2024-02-24 12:14:00,CANCELLED,EU-CENTRAL
ORD-000261,CUST-00554,2023-02-16 21:56:00,DELIVERED,EU-CENTRAL
ORD-000262,CUST-00662,2023-04-01 05:45:00,PLACED,EU-CENTRAL
ORD-000263,CUST-00575,2023-05-07 20:35:00,PLACED,LATAM-SOUTH
ORD-000264,CUST-00555,2023-02-24 18:33:00,SHIPPED,APAC-EAST
ORD-000265,CUST-00515,2023-01-20 03:42:00,RETURNED,US-WEST
ORD-000266,CUST-00986,2023-01-20 08:50:00,SHIPPED,LATAM-SOUTH
ORD-000267,CUST-00455,2023-03-28 17:38:00,DELIVERED,LATAM-SOUTH
ORD-000268,CUST-00047,2024-05-18 00:21:00,DELIVERED,APAC-EAST
ORD-000269,CUST-00025,2024-06-24 10:24:00,SHIPPED,US-EAST
ORD-000270,CUST-00102,2023-06-22 09:09:00,SHIPPED,US-EAST
ORD-000271,CUST-00158,2023-11-11 13:43:00,SHIPPED,LATAM-SOUTH
ORD-000272,CUST-00985,2023-11-30 05:01:00,DELIVERED,EU-CENTRAL
ORD-000273,CUST-00400,2023-04-12 10:09:00,DELIVERED,EU-CENTRAL
ORD-000274,CUST-00265,2024-01-20 03:03:00,SHIPPED,LATAM-SOUTH
ORD-000275,CUST-00601,2023-08-31 15:32:00,DELIVERED,APAC-EAST
ORD-000276,CUST-00973,2023-04-28 08:03:00,DELIVERED,LATAM-SOUTH
ORD-000277,CUST-00417,2023-03-09 15:01:00,DELIVERED,US-WEST
ORD-000278,CUST-00936,2023-01-20 08:35:00,RETURNED,US-EAST
ORD-000279,CUST-00253,2023-05-09 09:36:00,DELIVERED,US-EAST
ORD-000280,CUST-00867,2024-05-27 06:50:00,RETURNED,EU-CENTRAL
ORD-000281,CUST-00554,2023-06-22 07:34:00,RETURNED,LATAM-SOUTH
ORD-000282,CUST-00463,2023-02-12 00:52:00,DELIVERED,LATAM-SOUTH
ORD-000283,CUST-00297,2023-06-21 00:03:00,RETURNED,APAC-EAST
ORD-000284,CUST-00280,2023-09-14 21:24:00,RETURNED,US-WEST
ORD-000285,CUST-00600,06-06-2024,SHIPPED,LATAM-SOUTH
ORD-000286,CUST-00577,2023-03-13 09:05:00,DELIVERED,US-EAST
ORD-000287,CUST-00851,2023-05-24 23:35:00,RETURNED,APAC-EAST
ORD-000288,CUST-00216,2024-05-31 10:56:00,DELIVERED,EU-CENTRAL
ORD-000289,CUST-00651,2023-09-25 22:28:00,SHIPPED,EU-CENTRAL
ORD-000290,CUST-00350,2023-08-04 14:38:00,DELIVERED,US-WEST
ORD-000291,CUST-00662,2023-01-03 19:30:00,PLACED,US-EAST
ORD-000292,CUST-00689,2023-06-27 13:35:00,CANCELLED,APAC-EAST
ORD-000293,CUST-00781,2024-02-07 17:05:00,DELIVERED,US-EAST
ORD-000294,CUST-00552,2023-02-01 21:28:00,DELIVERED,EU-CENTRAL
ORD-000295,CUST-00996,2024-01-21 19:22:00,DELIVERED,US-EAST
ORD-000296,CUST-00128,2024-04-18 11:59:00,SHIPPED,US-EAST
ORD-000297,,2023-08-15 23:01:00,DELIVERED,EU-CENTRAL
ORD-000298,CUST-00197,2023-04-03 19:40:00,DELIVERED,US-WEST
ORD-000299,CUST-00240,2024-05-20 11:02:00,SHIPPED,LATAM-SOUTH
ORD-000300,CUST-00215,2023-01-08 06:52:00,DELIVERED,US-EAST
ORD-000301,CUST-00891,2023-10-12 18:32:00,DELIVERED,LATAM-SOUTH
ORD-000302,CUST-00199,2023-06-29 02:37:00,PLACED,US-EAST
ORD-000303,,2023-05-11 08:59:00,DELIVERED,US-WEST
ORD-000304,CUST-00903,2024-06-19 23:50:00,SHIPPED,US-EAST
ORD-000305,CUST-00994,2024-06-29 19:16:00,DELIVERED,APAC-EAST
ORD-000306,CUST-00003,2024-03-13 20:43:00,RETURNED,US-EAST
ORD-000307,CUST-00875,2023-11-27 13:54:00,RETURNED,EU-CENTRAL
ORD-000308,CUST-00125,2024-06-14 14:31:00,DELIVERED,US-EAST
ORD-000309,,2023-08-18 01:17:00,CANCELLED,LATAM-SOUTH
ORD-000310,CUST-00460,2023-11-20 00:25:00,SHIPPED,US-EAST
ORD-000311,CUST-00902,2023-01-26 23:14:00,RETURNED,APAC-EAST
ORD-000312,CUST-00981,2023-03-18 07:12:00,SHIPPED,EU-CENTRAL
ORD-000313,CUST-00065,2023-04-10 00:30:00,DELIVERED,US-EAST
ORD-000314,CUST-00607,2023-12-09 08:15:00,PLACED,US-WEST
ORD-000315,CUST-00982,2023-12-15 01:52:00,DELIVERED,US-WEST
ORD-000316,CUST-00967,16-03-2023,DELIVERED,US-EAST
ORD-000317,CUST-00641,2024-04-02 18:07:00,PLACED,US-EAST
ORD-000318,CUST-00939,2023-02-04 12:20:00,CANCELLED,US-EAST
ORD-000319,CUST-00802,2023-05-11 01:58:00,DELIVERED,US-EAST
ORD-000320,CUST-00309,2024-03-18 02:06:00,DELIVERED,LATAM-SOUTH
ORD-000321,CUST-00054,2023-10-29 12:25:00,PLACED,APAC-EAST
ORD-000322,CUST-00239,2023-01-11 14:24:00,DELIVERED,APAC-EAST
ORD-000323,CUST-00902,2023-04-14 10:41:00,RETURNED,US-EAST
ORD-000324,CUST-00465,2024-06-13 10:37:00,SHIPPED,US-EAST
ORD-000325,,2023-01-13 19:45:00,PLACED,US-WEST
ORD-000326,CUST-00927,2023-05-10 20:32:00,SHIPPED,APAC-EAST
ORD-000327,CUST-00493,2024-03-31 05:15:00,PLACED,US-EAST
ORD-000328,,2023-03-03 04:19:00,DELIVERED,LATAM-SOUTH
ORD-000329,CUST-00983,2024-01-02 09:37:00,CANCELLED,US-WEST
ORD-000330,CUST-00151,2024-04-25 09:38:00,DELIVERED,EU-CENTRAL
ORD-000331,CUST-00994,2023-01-09 16:37:00,DELIVERED,US-WEST
ORD-000332,CUST-00059,2023-09-01 16:52:00,DELIVERED,US-EAST
ORD-000333,CUST-00433,2023-12-19 06:12:00,DELIVERED,US-WEST
ORD-000334,CUST-00805,2023-03-12 10:12:00,DELIVERED,APAC-EAST
ORD-000335,CUST-00615,06-12-2023,RETURNED,LATAM-SOUTH
ORD-000336,CUST-00307,2024-03-04 10:10:00,PLACED,US-EAST
ORD-000337,CUST-00508,2023-08-13 00:40:00,SHIPPED,US-WEST
ORD-000338,CUST-00478,2023-08-07 07:30:00,DELIVERED,EU-CENTRAL
ORD-000339,CUST-00827,2024-01-20 06:25:00,SHIPPED,US-EAST
